model,utt_id,word_id,phone_id,phone,human_score,n_frames_c8,competitor_wins,speaker,any_accent,any_incorrect,any_insertion,extreme_speaker,pred,residual,abs_err,T1_alignment,T2_confusion,T3_accent,T4_context,T5_speaker,primary_type
C8,069020075,1,3,T,0.0,189,True,6902,False,True,False,True,1.809149191976922,1.809149191976922,1.809149191976922,True,True,False,True,True,T2_confusion
C8,004570146,0,0,K,0.0,174,True,457,False,True,False,False,1.8058977993366756,1.8058977993366756,1.8058977993366756,True,True,False,False,False,T2_confusion
C8,096010012,7,0,OW,0.0,369,True,9601,False,True,False,True,1.8051281404759012,1.8051281404759012,1.8051281404759012,True,True,False,False,True,T2_confusion
C8,096350014,5,1,P,0.0,241,True,9635,False,True,False,False,1.8029031039772023,1.8029031039772023,1.8029031039772023,True,True,False,False,False,T2_confusion
C8,014040111,4,3,N,0.0,277,True,1404,False,True,False,True,1.7981634864682328,1.7981634864682328,1.7981634864682328,True,True,False,True,True,T2_confusion
C8,096470014,0,5,IY,0.0,197,True,9647,False,True,False,True,1.7974632745030574,1.7974632745030574,1.7974632745030574,True,True,False,False,True,T2_confusion
C8,096080022,8,0,T,0.0,456,True,9608,False,True,False,True,1.7973356302172212,1.7973356302172212,1.7973356302172212,True,True,False,False,True,T2_confusion
C8,096180004,7,2,R,0.2,229,False,9618,True,True,False,False,1.9964803898222583,1.7964803898222583,1.7964803898222583,True,True,True,False,False,T2_confusion
C8,096350009,4,0,OW,0.0,329,True,9635,False,True,False,False,1.7929882327642563,1.7929882327642563,1.7929882327642563,True,True,False,False,False,T2_confusion
C8,014040081,2,3,D,0.0,305,True,1404,False,True,False,True,1.791164153770014,1.791164153770014,1.791164153770014,True,True,False,False,True,T2_confusion
C8,054060064,3,0,N,0.0,240,True,5406,False,True,True,False,1.7909585339873038,1.7909585339873038,1.7909585339873038,True,True,False,False,False,T2_confusion
C8,096330005,2,1,AY,0.0,238,True,9633,False,True,False,True,1.7904319199295384,1.7904319199295384,1.7904319199295384,True,True,False,False,True,T2_confusion
C8,014040097,4,0,AH,0.0,249,False,1404,False,True,False,True,1.789101747506023,1.789101747506023,1.789101747506023,True,True,False,True,True,T2_confusion
C8,096010012,7,2,L,0.0,369,True,9601,False,True,False,True,1.7880193021899369,1.7880193021899369,1.7880193021899369,True,True,False,False,True,T2_confusion
C8,096470022,3,5,IH,0.0,216,True,9647,False,True,False,True,1.7879236422131086,1.7879236422131086,1.7879236422131086,True,True,False,False,True,T2_confusion
C8,014220159,3,2,L,0.0,161,True,1422,False,True,False,True,1.7780190724509983,1.7780190724509983,1.7780190724509983,True,True,False,False,True,T2_confusion
C8,096080006,9,3,IH,0.0,418,True,9608,False,True,False,True,1.7765459921507483,1.7765459921507483,1.7765459921507483,True,True,False,False,True,T2_confusion
C8,025380091,4,5,AE,0.0,184,True,2538,False,True,False,False,1.7762463860521758,1.7762463860521758,1.7762463860521758,True,True,False,False,False,T2_confusion
C8,096080006,8,1,AO,0.0,418,True,9608,False,True,False,True,1.7723510316056907,1.7723510316056907,1.7723510316056907,True,True,False,False,True,T2_confusion
C8,096080003,7,1,AW,0.0,360,True,9608,False,True,False,True,1.7577944608041882,1.7577944608041882,1.7577944608041882,True,True,False,False,True,T2_confusion
C8,096080015,7,1,V,0.0,331,True,9608,False,True,False,True,1.756299825080213,1.756299825080213,1.756299825080213,True,True,False,False,True,T2_confusion
C8,069020155,1,0,AH,0.0,313,False,6902,False,True,False,True,1.7522638442937555,1.7522638442937555,1.7522638442937555,True,True,False,False,True,T2_confusion
C8,014220102,0,4,AH,0.0,235,False,1422,False,True,False,True,1.7480903144479756,1.7480903144479756,1.7480903144479756,True,True,False,False,True,T2_confusion
C8,096310010,1,1,EH,0.0,223,True,9631,False,True,False,True,1.7478830891524026,1.7478830891524026,1.7478830891524026,True,True,False,False,True,T2_confusion
C8,096260008,1,2,R,0.0,375,True,9626,False,True,False,True,1.744137077750405,1.744137077750405,1.744137077750405,True,True,False,False,True,T2_confusion
C8,069020075,2,0,B,0.0,189,True,6902,False,True,False,True,1.7402582139969156,1.7402582139969156,1.7402582139969156,True,True,False,False,True,T2_confusion
C8,014220048,6,1,IH,0.0,252,True,1422,False,True,False,True,1.7401649201891711,1.7401649201891711,1.7401649201891711,True,True,False,True,True,T2_confusion
C8,096230009,2,1,AW,0.0,365,True,9623,False,True,False,True,1.7392128375021327,1.7392128375021327,1.7392128375021327,True,True,False,False,True,T2_confusion
C8,014040081,1,2,R,0.0,305,True,1404,False,True,False,True,1.738776133323244,1.738776133323244,1.738776133323244,True,True,False,False,True,T2_confusion
C8,014220070,2,1,R,0.0,251,True,1422,False,True,False,True,1.7379012721016183,1.7379012721016183,1.7379012721016183,True,True,False,False,True,T2_confusion
C8,096120019,7,2,L,0.0,264,True,9612,False,True,False,True,1.7369478245154102,1.7369478245154102,1.7369478245154102,True,True,False,False,True,T2_confusion
C8,014220048,6,9,S,0.0,252,False,1422,False,True,False,True,1.7357533179328064,1.7357533179328064,1.7357533179328064,True,True,False,True,True,T2_confusion
C8,096180004,7,1,T,0.2,229,False,9618,True,True,False,False,1.9356990618704584,1.7356990618704584,1.7356990618704584,True,True,True,False,False,T2_confusion
C8,069020168,1,4,R,0.0,277,True,6902,False,True,False,True,1.7352619864390584,1.7352619864390584,1.7352619864390584,True,True,False,False,True,T2_confusion
C8,096400028,3,1,UH,0.0,209,True,9640,False,True,False,True,1.7326975437436967,1.7326975437436967,1.7326975437436967,True,True,False,False,True,T2_confusion
C8,010460153,0,3,AY,0.0,108,True,1046,False,True,False,False,1.7323073450043571,1.7323073450043571,1.7323073450043571,True,True,False,False,False,T2_confusion
C8,096470021,1,1,AH,0.0,246,True,9647,False,True,False,True,1.7320398019068106,1.7320398019068106,1.7320398019068106,True,True,False,False,True,T2_confusion
C8,096310010,2,2,R,0.0,223,True,9631,False,True,False,True,1.7308155126650615,1.7308155126650615,1.7308155126650615,True,True,False,False,True,T2_confusion
C8,069020075,5,1,T,0.0,189,True,6902,False,True,False,True,1.728885477486608,1.728885477486608,1.728885477486608,True,True,False,True,True,T2_confusion
C8,096400001,4,5,R,0.0,434,True,9640,False,True,False,True,1.7243862077758323,1.7243862077758323,1.7243862077758323,True,True,False,False,True,T2_confusion
C8,069020075,4,0,T,0.0,189,True,6902,False,True,False,True,1.7183949423624663,1.7183949423624663,1.7183949423624663,True,True,False,True,True,T2_confusion
C8,096080018,4,2,EH,0.0,308,True,9608,False,True,False,True,1.717019133568288,1.717019133568288,1.717019133568288,True,True,False,False,True,T2_confusion
C8,007650254,3,1,AH,0.0,176,False,765,False,True,False,False,1.7142063470400304,1.7142063470400304,1.7142063470400304,True,True,False,False,False,T2_confusion
C8,096470017,4,0,AH,0.0,320,False,9647,False,True,False,True,1.7135125257094301,1.7135125257094301,1.7135125257094301,True,True,False,False,True,T2_confusion
C8,096350007,1,5,D,0.0,314,False,9635,False,True,False,False,1.7119239179406889,1.7119239179406889,1.7119239179406889,True,True,False,False,False,T2_confusion
C8,096080006,2,2,R,0.0,418,True,9608,False,True,False,True,1.709510851228789,1.709510851228789,1.709510851228789,True,True,False,True,True,T2_confusion
C8,096470012,3,3,IH,0.0,309,True,9647,False,True,False,True,1.7083115096500945,1.7083115096500945,1.7083115096500945,True,True,False,True,True,T2_confusion
C8,096230010,0,1,N,0.0,251,True,9623,False,True,False,True,1.7064687556151914,1.7064687556151914,1.7064687556151914,True,True,False,True,True,T2_confusion
C8,069020075,3,0,M,0.0,189,True,6902,False,True,False,True,1.7061737404137356,1.7061737404137356,1.7061737404137356,True,True,False,True,True,T2_confusion
E16,014040096,1,1,T,2.0,241,True,1404,False,False,False,True,0.0,-2.0,2.0,True,False,False,True,True,T4_context
E16,010460153,0,3,AY,0.0,108,True,1046,False,True,False,False,1.9763908386230469,1.9763908386230469,1.9763908386230469,True,True,False,False,False,T2_confusion
E16,004570146,0,0,K,0.0,174,True,457,False,True,False,False,1.972907781600952,1.972907781600952,1.972907781600952,True,True,False,False,False,T2_confusion
E16,096120002,1,3,T,0.0,190,True,9612,False,True,False,True,1.964745283126831,1.964745283126831,1.964745283126831,True,True,False,False,True,T2_confusion
E16,069020155,1,1,N,0.0,313,True,6902,False,True,False,True,1.9623864889144895,1.9623864889144895,1.9623864889144895,True,True,False,False,True,T2_confusion
E16,096290007,0,2,R,0.0,448,True,9629,False,True,False,False,1.962284803390503,1.962284803390503,1.962284803390503,True,True,False,False,False,T2_confusion
E16,014220159,3,1,AY,0.0,161,True,1422,False,True,False,True,1.959286093711853,1.959286093711853,1.959286093711853,True,True,False,False,True,T2_confusion
E16,069020155,1,0,AH,0.0,313,False,6902,False,True,False,True,1.9572824239730835,1.9572824239730835,1.9572824239730835,True,True,False,False,True,T2_confusion
E16,054060064,3,0,N,0.0,240,True,5406,False,True,True,False,1.9544923305511477,1.9544923305511477,1.9544923305511477,True,True,False,False,False,T2_confusion
E16,096400022,1,2,D,0.0,175,True,9640,False,True,False,True,1.9530391693115237,1.9530391693115237,1.9530391693115237,True,True,False,False,True,T2_confusion
E16,096400028,3,1,UH,0.0,209,True,9640,False,True,False,True,1.9482553005218504,1.9482553005218504,1.9482553005218504,True,True,False,False,True,T2_confusion
E16,096290005,5,2,AH,0.0,296,True,9629,False,True,False,False,1.94529128074646,1.94529128074646,1.94529128074646,True,True,False,False,False,T2_confusion
E16,034120161,3,1,AW,0.0,147,True,3412,False,True,False,False,1.9451103210449217,1.9451103210449217,1.9451103210449217,True,True,False,False,False,T2_confusion
E16,025380091,4,5,AE,0.0,184,True,2538,False,True,False,False,1.943575859069824,1.943575859069824,1.943575859069824,True,True,False,False,False,T2_confusion
E16,096220003,4,2,M,0.0,216,True,9622,False,True,False,True,1.9388266801834104,1.9388266801834104,1.9388266801834104,True,True,False,False,True,T2_confusion
E16,096330015,1,1,ER,0.0,248,False,9633,False,True,False,True,1.9367567300796509,1.9367567300796509,1.9367567300796509,True,True,False,False,True,T2_confusion
E16,007650254,3,1,AH,0.0,176,False,765,False,True,False,False,1.9339462518692017,1.9339462518692017,1.9339462518692017,True,True,False,False,False,T2_confusion
E16,096310019,7,1,AH,0.0,222,False,9631,False,True,False,True,1.933687806129456,1.933687806129456,1.933687806129456,True,True,False,False,True,T2_confusion
E16,020310297,5,1,ER,0.0,191,False,2031,False,True,False,False,1.9249920845031736,1.9249920845031736,1.9249920845031736,True,True,False,False,False,T2_confusion
E16,096330005,2,1,AY,0.0,238,True,9633,False,True,False,True,1.9248782396316528,1.9248782396316528,1.9248782396316528,True,True,False,False,True,T2_confusion
E16,096080006,2,4,D,0.0,418,False,9608,False,True,False,True,1.922471046447754,1.922471046447754,1.922471046447754,True,True,False,False,True,T2_confusion
E16,096400018,1,1,AH,0.0,195,False,9640,False,True,False,True,1.9196221828460691,1.9196221828460691,1.9196221828460691,True,True,False,False,True,T2_confusion
E16,096350014,5,1,P,0.0,241,True,9635,False,True,False,False,1.9188117980957031,1.9188117980957031,1.9188117980957031,True,True,False,False,False,T2_confusion
E16,096220001,6,2,W,0.0,406,True,9622,False,True,False,True,1.9164284467697144,1.9164284467697144,1.9164284467697144,True,True,False,False,True,T2_confusion
E16,096470017,1,2,IH,0.0,320,True,9647,False,True,False,True,1.9098345041275024,1.9098345041275024,1.9098345041275024,True,True,False,False,True,T2_confusion
E16,096120001,5,0,AH,0.0,227,False,9612,False,True,False,True,1.9085676670074463,1.9085676670074463,1.9085676670074463,True,True,False,False,True,T2_confusion
E16,096400026,4,5,NG,0.0,184,True,9640,False,True,False,True,1.9068357944488523,1.9068357944488523,1.9068357944488523,True,True,False,False,True,T2_confusion
E16,096120017,2,0,HH,0.0,172,True,9612,False,True,False,True,1.904760837554932,1.904760837554932,1.904760837554932,True,True,False,True,True,T2_confusion
E16,054320061,5,2,D,0.0,228,True,5432,False,True,False,False,1.9033602476119995,1.9033602476119995,1.9033602476119995,True,True,False,False,False,T2_confusion
E16,096470004,3,6,NG,0.0,277,True,9647,False,True,False,True,1.8969926834106443,1.8969926834106443,1.8969926834106443,True,True,False,False,True,T2_confusion
E16,096080014,2,2,M,0.0,253,False,9608,False,True,False,True,1.88776969909668,1.88776969909668,1.88776969909668,True,True,False,True,True,T2_confusion
E16,096180017,9,0,AY,0.0,292,True,9618,False,True,False,False,1.88750422000885,1.88750422000885,1.88750422000885,True,True,False,False,False,T2_confusion
E16,096470015,5,1,K,0.0,197,False,9647,False,True,False,True,1.884896159172058,1.884896159172058,1.884896159172058,True,True,False,False,True,T2_confusion
E16,096330005,1,2,L,0.0,238,True,9633,False,True,False,True,1.8790709972381592,1.8790709972381592,1.8790709972381592,True,True,False,False,True,T2_confusion
E16,096230021,4,3,AH,0.0,442,True,9623,False,True,False,True,1.878737449645996,1.878737449645996,1.878737449645996,True,True,False,False,True,T2_confusion
E16,069020168,1,3,D,0.0,277,False,6902,False,True,False,True,1.8781213760375977,1.8781213760375977,1.8781213760375977,True,True,False,False,True,T2_confusion
E16,096470002,7,2,T,0.0,465,False,9647,False,True,False,True,1.862677812576294,1.862677812576294,1.862677812576294,True,True,False,False,True,T2_confusion
E16,096180019,9,6,N,0.0,372,True,9618,False,True,False,False,1.8614230155944824,1.8614230155944824,1.8614230155944824,True,True,False,False,False,T2_confusion
E16,096470004,3,5,IH,0.0,277,False,9647,False,True,False,True,1.860708713531494,1.860708713531494,1.860708713531494,True,True,False,False,True,T2_confusion
E16,014220027,0,1,EY,0.0,227,True,1422,False,True,False,True,1.8576505184173584,1.8576505184173584,1.8576505184173584,True,True,False,False,True,T2_confusion
E16,069020168,1,5,AH,0.0,277,False,6902,False,True,False,True,1.8560690879821775,1.8560690879821775,1.8560690879821775,True,True,False,False,True,T2_confusion
E16,096220003,4,3,AH,0.0,216,False,9622,False,True,False,True,1.8512861728668213,1.8512861728668213,1.8512861728668213,True,True,False,False,True,T2_confusion
E16,096080006,5,2,M,0.0,418,True,9608,False,True,False,True,1.850382685661316,1.850382685661316,1.850382685661316,True,True,False,False,True,T2_confusion
E16,096010019,8,0,AO,0.0,339,True,9601,False,True,False,True,1.8468849658966064,1.8468849658966064,1.8468849658966064,True,True,False,False,True,T2_confusion
E16,096400025,6,1,UW,0.0,237,True,9640,False,True,False,True,1.8428575992584229,1.8428575992584229,1.8428575992584229,True,True,False,False,True,T2_confusion
E16,000440147,3,3,AH,0.0,221,True,44,False,True,False,False,1.8411961793899536,1.8411961793899536,1.8411961793899536,True,True,False,False,False,T2_confusion
E16,096180013,1,5,D,0.0,271,True,9618,False,True,False,False,1.838672399520874,1.838672399520874,1.838672399520874,True,True,False,False,False,T2_confusion
E16,011350064,1,2,L,0.0,216,True,1135,False,True,False,False,1.8339489698410036,1.8339489698410036,1.8339489698410036,True,True,False,False,False,T2_confusion
E16,096230009,2,1,AW,0.0,365,True,9623,False,True,False,True,1.8336032629013064,1.8336032629013064,1.8336032629013064,True,True,False,False,True,T2_confusion
E16,030070108,3,2,L,0.0,129,True,3007,False,True,False,False,1.832862138748169,1.832862138748169,1.832862138748169,True,True,False,False,False,T2_confusion
E16,096010001,2,1,OW,0.0,366,True,9601,False,True,True,True,1.831467866897583,1.831467866897583,1.831467866897583,True,True,False,False,True,T2_confusion
E16,096290007,3,1,AY,0.0,448,True,9629,False,True,False,False,1.8288013935089111,1.8288013935089111,1.8288013935089111,True,True,False,False,False,T2_confusion
E16,096120019,7,1,ER,0.0,264,True,9612,False,True,False,True,1.8248639106750488,1.8248639106750488,1.8248639106750488,True,True,False,False,True,T2_confusion
E16,054320067,3,1,AH,0.0,143,True,5432,False,True,False,False,1.8246920108795168,1.8246920108795168,1.8246920108795168,True,True,False,False,False,T2_confusion
E16,096080013,3,2,S,0.0,402,False,9608,False,True,False,True,1.8240668773651123,1.8240668773651123,1.8240668773651123,True,True,False,True,True,T2_confusion
E16,096470015,5,0,IH,0.0,197,True,9647,False,True,False,True,1.8228826522827148,1.8228826522827148,1.8228826522827148,True,True,False,False,True,T2_confusion
E16,096080015,7,1,V,0.0,331,True,9608,False,True,False,True,1.820239305496216,1.820239305496216,1.820239305496216,True,True,False,False,True,T2_confusion
E16,096080006,8,1,AO,0.0,418,True,9608,False,True,False,True,1.8199794292449951,1.8199794292449951,1.8199794292449951,True,True,False,False,True,T2_confusion
E16,000440147,3,2,IH,0.0,221,True,44,False,True,False,False,1.8191086053848269,1.8191086053848269,1.8191086053848269,True,True,False,True,False,T2_confusion
E16,096080018,4,3,N,0.0,308,True,9608,False,True,False,True,1.8164188861846924,1.8164188861846924,1.8164188861846924,True,True,False,False,True,T2_confusion
E16,096350007,1,5,D,0.0,314,False,9635,False,True,False,False,1.8117200136184688,1.8117200136184688,1.8117200136184688,True,True,False,False,False,T2_confusion
E16,096080026,3,1,AA,0.0,383,True,9608,False,True,False,True,1.809872031211853,1.809872031211853,1.809872031211853,True,True,False,False,True,T2_confusion
E16,014220070,2,1,R,0.0,251,True,1422,False,True,False,True,1.8080122470855715,1.8080122470855715,1.8080122470855715,True,True,False,False,True,T2_confusion
E16,096080003,4,0,AH,0.0,360,False,9608,False,True,False,True,1.8059968948364256,1.8059968948364256,1.8059968948364256,True,True,False,False,True,T2_confusion
E16,096470014,0,6,M,0.0,197,False,9647,False,True,False,True,1.803820371627808,1.803820371627808,1.803820371627808,True,True,False,False,True,T2_confusion
E16,096470022,3,5,IH,0.0,216,True,9647,False,True,False,True,1.803372859954834,1.803372859954834,1.803372859954834,True,True,False,False,True,T2_confusion
E16,096120003,6,0,HH,0.0,364,True,9612,False,True,False,True,1.8024874925613403,1.8024874925613403,1.8024874925613403,True,True,False,True,True,T2_confusion
E16,020300073,3,2,T,0.0,171,False,2030,False,True,False,False,1.7990052700042725,1.7990052700042725,1.7990052700042725,True,True,False,False,False,T2_confusion
E16,096080006,9,3,IH,0.0,418,True,9608,False,True,False,True,1.796966791152954,1.796966791152954,1.796966791152954,True,True,False,False,True,T2_confusion
E16,096470014,0,8,IY,0.0,197,False,9647,False,True,False,True,1.796597599983215,1.796597599983215,1.796597599983215,True,True,False,False,True,T2_confusion
E16,096120006,2,0,T,0.0,270,False,9612,False,True,False,True,1.7919249534606934,1.7919249534606934,1.7919249534606934,True,True,False,False,True,T2_confusion
E16,096080003,1,3,T,0.0,360,True,9608,False,True,False,True,1.790329098701477,1.790329098701477,1.790329098701477,True,True,False,False,True,T2_confusion
E16,014040081,1,4,S,0.0,305,False,1404,False,True,False,True,1.7879421710968018,1.7879421710968018,1.7879421710968018,True,True,False,False,True,T2_confusion
E16,096470015,5,6,N,0.0,197,False,9647,False,True,False,True,1.7861247062683103,1.7861247062683103,1.7861247062683103,True,True,False,False,True,T2_confusion
E16,096010012,7,2,L,0.0,369,True,9601,False,True,False,True,1.7833747863769531,1.7833747863769531,1.7833747863769531,True,True,False,False,True,T2_confusion
E16,096470014,0,4,R,0.0,197,True,9647,False,True,False,True,1.7826616764068604,1.7826616764068604,1.7826616764068604,True,True,False,False,True,T2_confusion
E16,014040097,1,0,AH,2.0,249,False,1404,False,False,False,True,0.220778688788414,-1.779221311211586,1.779221311211586,True,False,False,True,True,T4_context
E16,014040081,1,2,R,0.0,305,True,1404,False,True,False,True,1.7779526710510254,1.7779526710510254,1.7779526710510254,True,True,False,False,True,T2_confusion
E16,096350009,4,0,OW,0.0,329,True,9635,False,True,False,False,1.7739497423171997,1.7739497423171997,1.7739497423171997,True,True,False,False,False,T2_confusion
E16,096310010,2,2,R,0.0,223,True,9631,False,True,False,True,1.7729249000549316,1.7729249000549316,1.7729249000549316,True,True,False,False,True,T2_confusion
E16,014040072,3,1,AE,0.0,213,True,1404,False,True,False,True,1.772317886352539,1.772317886352539,1.772317886352539,True,True,False,False,True,T2_confusion
E16,096120002,1,1,AA,0.0,190,True,9612,False,True,False,True,1.7698941230773926,1.7698941230773926,1.7698941230773926,True,True,False,False,True,T2_confusion
